pre_flow,true_flow,src_ids,dst_ids
55.1,19,152,200
2021.54,67,133,201
603.38,71,212,245
105.38,15,18,111
14.864,12,72,82
2181.84,3560,5,63
62.48,33,79,87
58.72,67,26,209
23.56,12,219,241
36.1,13,7,113
37.34,36,15,216
88.76,91,23,47
244.44,190,89,201
34.3,30,29,227
43.46,11,4,130
488.2,48,9,133
1517.24,92,215,241
30.78,19,24,97
68.72,72,20,51
25.76,19,34,114
21.76,20,91,136
25.54,19,88,214
205.48,269,18,108
64.38,34,20,77
961.26,1915,3,96
36.06,35,50,93
89.64,148,101,185
92.34,19,1,130
76.88,22,38,215
85.72,20,83,103
16.46,12,41,186
39.24,24,20,230
65.84,13,28,34
562.78,687,9,42
354.72,1047,12,14
27.16095238095238,25,27,223
89.1,11,73,218
173.3,125,6,244
49.84,22,29,60
19.813333333333333,14,117,209
627.0,51,6,215
45.88,22,11,109
51.7,105,52,83
1158.2,77,201,221
73.52,16,22,57
94.92,13,17,226
312.14,19,10,23
201.16,25,204,211
714.98,250,4,18
192.38,29,33,62
203.64,327,0,210
52.9,34,9,121
23.06,16,42,115
110.12,13,202,221
57.82,31,11,232
65.0,14,83,170
32.84,24,3,72
21.38,28,91,103
36.74,16,36,40
25.86,20,13,31
19.68,19,12,43
122.42,54,6,57
57.3,152,214,241
135.14,25,139,241
44.08,21,60,101
39.94,15,63,170
53.56,46,3,163
273.68,18,23,202
87.6,13,132,224
72.04,110,185,237
40.26,24,80,237
32.96,11,16,54
51.96,44,51,204
354.48,21,1,133
199.58,383,11,78
25.88,12,226,236
265.24,13,99,201
40.7,16,223,243
77.58,30,76,241
471.48,468,63,202
49.14,15,1,37
300.78,23,9,159
89.44,21,30,203
1112.28,2671,83,132
147.82,270,12,51
68.22,31,62,107
53.2,11,4,229
17.158181818181816,13,109,130
24.68,11,115,125
126.4,34,47,78
19.18,14,62,230
105.12,170,83,89
16.8,18,12,105
95.94,62,47,96
119.94,19,1,139
29.42,22,4,72
19.78,23,20,46
26.22,14,18,156
22.96,13,103,228
140.62,108,3,93
55.74,51,20,227
174.92,197,11,40
40.51,15,41,42
34.3,30,46,117
151.52,11,30,133
27.42,16,24,139
24.38,12,118,236
39.98,28,22,62
24.8,14,51,226
49.78,32,7,124
511.26,286,1,34
39.06,13,36,50
36.7,26,6,41
516.86,24,15,218
38.94,18,32,117
36.5,22,32,228
16.56,53,31,32
78.76,31,4,188
177.18,105,50,107
50.06,21,1,230
277.52,854,14,24
28.98,20,46,214
34.6,14,41,101
37.86,57,36,108
18.354285714285712,14,27,54
137.94,131,13,101
91.24,137,22,40
76.02,77,49,244
146.36,15,7,95
97.34,47,11,221
60.78,23,105,153
233.8,319,5,29
556.94,1302,15,49
27.36,16,80,223
31.42,18,22,112
22.4,25,59,221
26.857777777777777,15,27,85
77.04,52,15,35
171.56,124,39,107
811.84,1186,9,107
20.26,16,27,69
85.88,39,8,77
28.6,35,4,217
44.78,18,60,107
63.3,13,1,228
20.82,12,131,140
95.7,107,22,73
32.24,22,76,132
72.4,24,15,87
15.28,13,117,245
127.22,52,12,174
36.14,11,188,227
19.64,12,40,118
71.6,54,13,16
31.42,11,32,161
36.76,18,30,43
366.64,311,17,200
446.94,836,50,201
112.78,41,1,129
242.0,159,8,20
18.34,14,36,226
104.16,89,14,100
39.24,16,110,215
30.18,12,100,226
94.08,108,24,47
39.68,46,76,83
28.92,15,49,54
30.4,45,45,52
47.24,22,57,73
691.26,435,19,241
38.08,37,25,26
166.98,156,77,200
43.94,30,47,136
35.42,21,32,118
90.0,143,3,223
22.46,14,80,161
602.5,396,4,132
1468.36,1252,107,200
27.545,30,27,60
20.52,16,32,105
370.0,279,24,34
151.74,33,14,133
62.54,63,20,32
137.8,104,13,211
18.34,19,110,113
45.46,50,0,41
39.8,56,21,108
65.64,137,14,51
95.64,36,6,121
32.14,17,210,232
118.74,59,3,146
35.44,15,46,220
21.98,11,91,227
116.96,52,6,174
87.92,31,77,202
90.72,23,42,215
28.76,33,2,159
408.2,922,15,205
43.1,12,11,195
34.12,11,92,202
64.52,31,0,146
109.12,46,97,200
342.36,904,15,96
36.06,28,12,118
20.32,34,34,97
45.36,79,26,59
73.22,61,31,241
283.38,42,2,245
87.3,54,1,89
114.42,72,132,244
1003.28,118,3,215
262.7,620,7,42
43.7,65,12,110
74.34,136,18,209
140.22,330,5,26
246.54,326,7,50
15.84,13,14,61
44.08,20,34,109
401.56,348,2,17
33.22,11,60,202
25.54,38,21,41
39.46,16,3,68
62.94,23,8,174
591.64,758,185,200
59.76,27,25,101
81.66,26,79,201
140.32,142,107,243
156.86,302,14,73
277.62,26,28,30
505.08,766,20,83
28.16,14,76,136
25.36,22,13,231
378.44,481,8,24
258.58,18,63,218
25.28,14,61,68
313.1,15,1,79
382.64,18,21,208
144.86,239,78,185
65.74,65,11,52
123.46,74,13,227
26.96,12,22,35
20.04,15,22,60
156.68,45,3,220
41.54,13,38,139
145.86,366,18,96
302.12,173,0,62
23.66,31,185,223
74.82,28,62,73
63.0,56,15,236
22.35,20,223,230
28.0,18,48,200
20.486666666666665,20,41,209
131.58,38,57,107
27.66,36,9,53
103.56,43,101,209
39.7,19,62,112
23.64,11,29,192
52.3,11,8,90
35.6,12,12,115
50.34,16,139,205
643.52,1215,12,49
65.68,17,61,83
88.98,33,11,57
102.52,71,31,83
34.96,17,9,61
646.48,982,2,20
30.44,13,38,221
19.4,16,36,53
245.7,15,6,138
41.8,13,140,237
24.7,12,88,146
170.32,18,14,159
43.08,24,21,211
24.5,11,161,220
129.14,76,0,121
60.9,18,41,185
23.7,15,69,214
36.0,16,96,129
27.82,14,22,41
191.5,94,4,34
239.6,174,20,42
158.78,122,29,73
372.14,384,83,211
1324.34,1841,5,132
46.16,59,32,36
48.84,24,50,199
46.44,14,32,218
29.26,24,3,67
29.0,34,11,103
131.74,16,9,131
72.94,81,6,52
17.72,11,227,231
2694.2,3542,1,3
76.34,37,185,228
42.3,14,89,227
25.84,17,110,205
18.02,21,1,217
17.9,17,64,186
66.36,11,41,138
29.82,26,63,144
204.76,20,1,137
86.82,23,58,186
36.64,12,40,109
51.18,24,33,214
77.08,19,174,202
52.82,11,0,145
40.52,17,97,135
207.9,199,2,77
28.5,47,64,97
117.72,64,49,211
30.02,15,29,188
22.16,23,53,63
26.26,13,100,110
4964.9,8007,3,201
325.46,14,48,241
84.32,12,76,101
53.34,87,22,136
89.56,11,9,79
3017.02,4376,2,5
409.8,178,10,83
210.38,176,63,211
172.28,609,7,78
61.96,125,49,112
26.4,21,38,88
82.68,52,21,136
71.152,59,21,30
20.92,13,61,214
63.6,24,19,77
47.9,42,12,54
382.68,168,10,24
306.48,425,15,22
58.22,84,2,223
60.88,17,22,199
49.02,11,136,221
21.2,16,29,140
44.98,11,34,98
89.72,54,18,118
69.82,58,2,60
36.45777777777778,63,36,41
62.1,28,8,161
57.58,32,204,210
34.4,12,131,218
153.0,306,1,50
82.98,74,0,231
45.4,60,30,220
27.4,16,62,108
382.78,337,2,242
121.12,34,7,131
1461.18,1465,9,13
33.6,47,11,188
35.7,25,101,228
76.28,18,24,60
43.16,32,29,130
29.14,12,101,157
481.2,81,1,203
30.82,11,8,144
129.66,39,80,107
26.22,19,91,228
29.12,38,32,236
139.6,146,7,59
57.02,35,9,231
54.08,24,14,233
123.88,276,24,210
264.04,85,89,241
416.64,15,1,58
33.54,31,34,60
30.4,14,103,214
42.3,17,17,214
51.88,42,202,237
36.96,18,62,94
42.86,42,132,188
33.02,38,21,97
233.98,203,14,34
19.92,11,105,220
223.32,73,22,204
14.363333333333335,27,77,140
193.54,24,181,245
55.32,44,14,157
129.28,49,7,245
73.28,89,30,101
64.5,11,22,58
172.68,565,7,136
356.92,11,41,242
99.18,357,24,42
261.74,11,15,195
284.32,34,0,79
41.0,16,209,229
81.16,27,43,63
24.506666666666664,24,108,209
48.48,54,14,114
285.82,279,78,107
286.54,75,6,59
34.6,11,42,66
16.015,18,101,216
29.72,12,114,204
21.34,17,39,47
165.88,57,3,230
175.84,221,18,205
3658.02,4284,3,15
502.44,234,5,38
137.4,109,6,161
96.86,78,11,16
112.08,161,49,242
63.58,66,27,34
84.42,158,18,112
63.58,52,60,214
189.52,214,30,205
350.1,12,9,165
277.36,53,7,133
87.14,13,121,210
583.9,54,24,62
30.8,11,136,231
45.6,93,14,88
352.2,211,6,40
19.73818181818182,26,88,230
99.86,120,80,83
49.3,36,12,41
25.66,12,58,245
42.82,26,30,53
59.18,53,0,124
173.9,245,7,242
504.9,568,9,20
54.78,14,10,101
85.42,43,0,159
258.26,241,2,112
143.08,25,24,118
19.9,15,81,146
19.52,11,55,81
151.36,129,16,83
31.991666666666664,18,39,59
43.06,70,39,132
61.42,11,63,225
28.58,20,34,52
415.22,400,0,19
75.66,11,95,96
47.58,28,34,41
64.86,24,63,103
2120.16,2198,2,11
1493.86,184,23,83
109.48,161,15,210
55.42,22,70,201
292.96,332,24,243
21.52,22,51,242
21.28,11,97,221
138.18,21,107,221
110.7,25,0,208
155.28,285,7,26
65.44,11,21,90
168.06,210,6,27
14.52,13,137,151
18.76,13,51,110
76.88,12,42,218
80.94,38,17,209
53.82,25,40,226
26.835,23,60,62
30.234285714285715,12,60,108
717.28,1117,12,107
74.42,97,64,117
36.62,43,21,60
142.66,101,100,200
23.98,14,19,53
123.7,15,3,148
43.38,12,45,242
28.48,13,20,146
22.72,26,9,220
66.68,27,13,36
34.48,19,60,73
51.22,44,34,214
42.2,44,34,215
18.28,23,43,216
22.6,21,76,100
43.88,36,83,118
155.76,62,0,44
108.34,11,58,96
207.54,203,26,241
30.32,21,8,113
234.3,36,200,245
150.78,36,14,203
295.42,288,2,27
47.6,40,40,101
53.64,37,5,216
85.84,124,0,45
29.38,50,11,45
550.28,62,1,84
471.82,127,96,202
38.74,30,2,234
256.4,819,1,14
141.32,68,11,39
108.9,33,11,199
166.18,119,1,237
123.32,223,112,241
45.0,25,25,33
84.46,62,136,242
205.6,252,5,237
218.06,349,3,27
97.4,11,11,234
29.2,17,80,244
50.84,17,44,50
289.02,25,62,237
44.72,61,132,214
21.42,13,20,220
89.12,11,58,136
22.86,20,91,100
143.4,190,9,27
298.3,111,202,243
25.72,19,56,105
81.14,13,49,239
81.0,13,41,132
31.96,19,34,57
20.26,14,41,236
374.85,115,78,202
41.94,12,50,89
27.02,14,72,105
40.62,26,113,201
33.72,21,3,56
54.66,19,18,94
122.06,19,1,76
90.04,42,51,124
159.8,20,33,40
44.86,17,7,92
405.42,37,0,218
28.16,13,51,109
89.78,31,83,97
93.56,11,9,98
21.46,15,62,236
61.46,43,13,93
27.94,15,33,226
83.9,79,11,214
181.22,21,1,121
27.46,27,4,223
25.26,35,52,96
23.06,12,97,245
91.605,22,132,199
441.72,414,1,136
35.08,25,18,72
1383.94,645,18,26
103.32,113,15,80
241.9,76,20,101
76.26,17,13,233
35.04,16,76,107
127.24,96,15,59
69.74,32,19,40
16.818181818181817,17,88,140
123.52,46,0,140
333.38,144,13,204
22.42,39,29,110
85.04,29,84,205
26.7,14,17,144
23.48,19,20,45
143.44,40,62,185
672.46,346,20,132
52.08,22,14,41
28.75,12,20,109
439.98,217,14,202
224.86,56,0,94
159.26,164,77,83
92.7,31,4,36
241.56,36,21,77
38.02,20,16,50
18.1,20,41,81
132.24,62,21,133
55.28,27,47,101
17.22,15,53,73
38.04,53,26,51
266.68,77,12,203
17.56,11,69,91
16.86,17,43,217
46.14,98,51,96
19.84,18,124,223
45.6,38,33,90
34.96,21,204,244
137.58,24,83,94
301.32,59,17,91
107.2,91,17,185
162.22,49,1,43
84.4,94,31,201
65.18,37,15,233
27.98,89,30,52
144.76,142,49,80
200.76,65,1,62
61.28,20,19,89
60.64,39,136,210
286.96,638,12,78
94.02,140,11,27
82.4,80,0,236
214.56,228,11,30
41.06,29,39,73
768.12,1491,96,201
133.4,95,24,80
617.06,64,84,132
114.34,46,3,130
127.9,16,40,140
98.96,80,26,132
103.6,80,6,88
83.14,66,20,215
57.98,14,7,158
15.3,13,37,217
29.34,19,9,144
58.78,44,89,210
37.42,15,39,136
73.02,40,5,35
567.6,113,18,202
132.3,307,18,20
629.34,16,15,138
92.52,17,62,202
58.66,20,67,219
90.1,13,87,101
352.6,273,1,22
166.96,40,121,241
20.163636363636364,12,97,124
62.18,17,113,241
50.58,29,77,101
82.72,138,25,83
44.04,31,14,54
54.24,40,38,204
2064.84,4819,0,9
389.2,585,2,42
29.98,12,202,231
56.38,16,83,124
35.72,16,51,130
283.4,90,19,78
34.84,55,18,245
155.86,105,0,228
28.52,24,50,110
52.66,15,200,234
157.76,45,83,233
1055.7,786,1,30
28.44,12,69,136
90.22,21,30,174
102.82,27,59,77
702.22,82,21,29
134.64,123,2,16
85.8,11,33,94
102.82,21,23,39
79.66,103,83,161
36.28,47,21,40
118.0,59,7,97
116.7,77,5,228
96.92,86,34,78
150.04,31,8,203
25.6,11,22,93
30.98,26,43,200
23.56,15,108,230
44.96,12,22,25
20.44,15,32,52
38.44,17,59,112
46.14,26,100,101
48.98,35,107,114
60.78,32,63,232
58.68,18,59,230
219.06,258,42,49
47.76,29,24,76
121.4,78,30,34
27.42,16,93,204
455.06,1073,0,136
59.18,57,12,52
150.56,260,30,185
331.52,475,1,73
54.8,35,40,100
30.0,19,32,226
26.36,20,11,163
39.72,27,20,60
44.98,87,49,210
24.46,27,59,108
27.08,48,32,46
87.66,170,4,50
59.3,53,27,29
35.52,12,56,219
22.5,41,26,31
52.12,20,27,38
21.66,11,31,80
43.24,15,18,68
44.38,44,201,220
76.16,54,26,73
20.56,16,223,228
19.94,18,31,108
31.044,11,26,120
26.6,35,2,216
31.66,29,26,227
22.16,31,77,144
24.44,14,26,220
64.54,70,20,209
454.12,440,13,78
140.02,20,114,185
55.48,14,10,51
17.88,14,100,230
34.98,21,223,242
351.92,342,20,107
33.6,31,29,236
68.38,27,63,139
61.92,39,26,47
23.54,19,27,229
161.74,123,204,205
47.3,35,15,220
20.54,21,96,220
72.5,15,19,133
51.02,17,39,110
32.26,14,91,101
25.74,12,32,140
19.84,15,44,205
285.88,186,21,63
212.56,14,14,218
83.7,99,11,100
55.86,13,67,222
81.98,25,211,237
468.46,448,201,242
27.32,16,26,226
188.76,365,20,24
31.88,16,100,236
235.52,12,3,123
84.08,78,88,200
46.02,33,63,234
24.58,16,60,138
48.7,23,13,108
983.12,152,2,10
98.66,101,13,51
24.08,26,88,108
41.06,14,81,136
86.7,13,1,120
43.72666666666666,35,73,211
102.0,139,42,73
84.94,19,4,199
17.52,11,140,209
27.16,17,88,159
25.26,15,167,245
157.06,58,7,57
29.44,17,51,100
25.46,15,58,200
