pre_flow,true_flow,src_ids,dst_ids
400.2,311.0,8,49
77.64,12.0,16,243
126.64,28.0,58,71
585.2,41.0,163,241
24.568083269671504,24.0,63,66
18.435229110402013,48.0,19,215
31.052688172043013,64.0,46,64
57.62,45.0,17,27
28.64,11.0,51,52
82.78,56.0,51,202
155.356,138.0,73,136
2258.96,3533.0,83,200
740.48,620.0,49,73
72.52,14.0,52,78
20.36,14.0,16,37
367.76,466.0,132,185
14.009174603174602,24.0,31,97
20.444563909774434,14.0,1,118
41.41160256410256,49.0,34,209
56.5,23.0,52,73
104.26,96.0,63,227
37.84,24.0,70,200
232.52,193.0,23,241
679.84,80.0,28,63
49.88,30.0,25,78
50.78,15.0,32,68
86.64704761904763,52.0,3,121
16.905300699300696,18.0,36,217
52.16,19.0,77,226
30.94881921304502,26.0,76,223
57.08,85.0,51,59
41.56535064935065,133.0,107,237
44.07333333333334,12.0,132,218
50.485,44.0,15,60
198.4,189.0,24,204
23.597777777777775,18.0,204,236
108.24533333333333,17.0,13,109
100.28,106.0,9,89
111.0,103.0,2,203
16.320064521509803,32.0,8,84
136.84,166.0,2,227
599.62,482.0,42,241
35.7,32.0,38,77
93.32,114.0,2,52
17.9504,18.0,9,216
21.88,12.0,88,115
83.985,25.0,10,20
215.28,257.0,21,200
31.194064039408868,76.0,9,215
13.310163987106202,11.0,31,215
547.12,539.0,3,50
112.92,23.0,32,49
39.02,32.0,4,245
46.72,28.0,3,48
78.49894736842106,39.0,60,83
1763.06,1981.0,3,132
37.955999999999996,11.0,50,121
25.82,16.0,22,174
22.06894487072148,17.0,34,110
96.42,20.0,49,234
100.7,51.0,12,88
22.40894736842105,24.0,1,54
34.45568777713515,37.0,200,230
18.42944375431332,30.0,53,105
49.172,31.0,49,57
19.83222222222222,12.0,19,111
757.04,1138.0,2,185
50.88894736842105,87.0,36,200
20.4,16.0,5,166
54.38,11.0,108,131
219.4,144.0,11,101
27.504616499442587,17.0,21,54
51.38,29.0,24,221
73.42,29.0,93,132
25.02,25.0,204,226
76.48,33.0,12,97
30.98541795665635,18.0,195,200
483.4,934.0,136,201
193.66,25.0,174,210
17.005799283154122,18.0,32,215
648.2,12.0,133,210
15.139497320439538,18.0,35,64
18.194444444444443,13.0,36,70
21.7383411033411,17.0,24,44
30.629892473118275,11.0,26,129
16.848,12.0,31,237
141.33333333333334,78.0,101,107
50.12,28.0,24,91
105.86,109.0,9,244
30.218857142857143,19.0,78,88
16.069825052828147,14.0,110,226
120.35727272727271,36.0,0,225
14.94442826376522,19.0,62,223
165.02,131.0,9,47
38.15,48.0,34,242
1723.36,12.0,147,201
20.680743727598564,11.0,205,223
415.8,374.0,50,200
24.00782081133355,17.0,6,64
55.93333333333334,11.0,11,117
252.76,360.0,22,24
35.751999999999995,11.0,26,155
32.2,21.0,40,236
84.46,16.0,188,244
41.21666666666666,20.0,19,210
23.10818181818182,13.0,40,159
20.88416666666667,15.0,21,111
34.85,19.0,19,108
71.888,56.0,8,38
51.74,55.0,15,199
18.77,19.0,158,201
38.736666666666665,36.0,7,109
21.04,14.0,73,233
45.96685714285715,101.0,3,31
26.78,28.0,7,234
21.229854282765743,13.0,54,66
75.1,20.0,15,189
699.94,921.0,8,241
239.62,68.0,32,83
22.88730459693759,13.0,73,144
20.710451127819546,11.0,60,76
30.9352910618793,81.0,7,31
61.03796092796093,17.0,18,121
26.82,16.0,5,239
118.67714285714287,98.0,3,199
19.50883116883117,26.0,100,228
50.48171428571429,32.0,6,97
13.302871794871795,12.0,79,136
78.585,17.0,11,231
625.42,74.0,199,200
37.1,29.0,136,227
43.44,15.0,19,25
38.705714285714286,11.0,21,224
18.506,27.0,64,108
20.472208866155157,30.0,209,223
62.90571428571428,63.0,3,114
54.66622580645162,81.0,200,215
19.54,22.0,31,49
44.71333333333333,34.0,26,40
23.64,16.0,95,242
103.42,58.0,5,97
46.56574636342718,90.0,2,84
43.06285714285714,27.0,66,107
26.88,15.0,11,105
176.96,207.0,34,132
20.5,19.0,64,83
977.7,17.0,5,120
58.4899947753396,55.0,7,110
21.86026807233064,11.0,34,137
53.89,21.0,225,241
2195.36,2583.0,3,24
25.12,23.0,23,209
25.732962406015034,13.0,204,230
667.78,795.0,11,20
22.6354966560787,22.0,13,66
17.185,18.0,72,216
81.88,40.0,24,36
49.074,58.0,185,244
19.358397435897437,21.0,59,214
39.53714285714286,34.0,57,132
22.911071755684016,11.0,14,225
22.38322580645161,12.0,15,168
46.48,15.0,22,236
13.5999646440516,14.0,35,72
65.18,14.0,10,27
28.741857142857143,20.0,19,91
44.02,17.0,42,224
119.12,39.0,226,228
837.26,1033.0,200,205
16.97657142857143,15.0,31,185
15.831912645607927,26.0,8,59
33.469950453055716,53.0,11,215
34.78861403508772,11.0,151,241
40.18,11.0,10,204
157.38,148.0,1,19
542.42,404.0,49,78
118.04,12.0,129,136
18.274246753246754,11.0,54,91
63.27894736842105,39.0,66,83
167.3,14.0,80,221
24.311592753230315,16.0,9,151
32.98,16.0,14,46
104.8,24.0,18,155
23.98,15.0,25,199
21.544,19.0,46,72
29.63994524189261,14.0,202,228
114.08,73.0,12,32
20.82,17.0,5,72
22.57124132687432,15.0,73,92
16.263167701863352,12.0,12,239
63.614,67.0,18,23
93.09,26.0,13,32
39.43333333333333,65.0,22,210
18.74526173748852,29.0,72,219
101.46333333333332,71.0,8,204
75.74213763248245,31.0,7,225
15.593611721611724,18.0,51,215
51.27894736842105,47.0,110,200
600.64,722.0,6,185
135.42,142.0,5,227
87.13333333333333,60.0,1,100
14.317333333333334,13.0,44,77
108.56,72.0,6,89
76.365,94.0,15,93
795.3,64.0,0,233
106.86,82.0,11,47
147.22,216.0,136,205
24.38,12.0,110,227
284.36,372.0,112,200
137.0,13.0,203,237
46.044,61.0,3,228
25.786947368421053,57.0,97,223
96.52,122.0,24,211
48.817491841491844,130.0,5,62
101.02,75.0,14,112
154.12,13.0,43,136
36.365489729718334,120.0,2,59
51.9,27.0,88,204
41.34,22.0,51,209
93.26,40.0,17,22
58.66,83.0,29,33
4105.92,5676.0,2,3
190.56,195.0,15,38
85.58,16.0,97,107
611.02,484.0,42,132
2340.3,2624.0,6,63
42.20879365079365,60.0,83,232
35.9,21.0,40,91
193.62,17.0,103,209
30.98541795665635,27.0,94,200
39.54777907478187,27.0,2,124
92.66,64.0,101,136
32.905425928592564,19.0,14,57
20.82,12.0,69,234
1945.56,3163.0,0,11
26.78,13.0,29,52
282.92,18.0,70,241
35.16713023088023,33.0,12,53
111.82,74.0,17,73
419.12,524.0,9,136
23.363939393939393,23.0,51,230
23.3888000025558,37.0,20,39
37.645714285714284,42.0,14,221
53.4,34.0,136,209
66.4,51.0,51,136
72.08,34.0,52,205
49.065714285714286,20.0,65,116
50.00636868686869,41.0,5,66
27.04,11.0,46,155
250.62,202.0,12,101
1712.46,1350.0,11,12
27.463963284440535,11.0,19,225
32.0705,40.0,36,42
22.610106060606057,49.0,12,223
31.635,12.0,73,159
102.76,90.0,7,16
18.59253968253968,12.0,32,130
541.22,522.0,2,34
16.551182922632922,13.0,4,139
32.36,11.0,94,132
250.68,179.0,12,40
17.5,12.0,28,65
159.34,115.0,3,89
25.442857142857143,25.0,20,70
151.6,201.0,0,52
35.10360606060606,42.0,7,66
69.52,70.0,8,27
24.64,22.0,3,81
250.16,162.0,22,49
19.960645046918504,18.0,60,223
1838.28,1712.0,15,24
26.166756892230573,46.0,1,31
17.76,11.0,47,161
48.23333333333334,25.0,40,209
164.84,69.0,5,76
19.759444444444444,11.0,117,216
309.28,175.0,0,188
68.72,63.0,9,93
36.04,31.0,1,116
66.22,47.0,7,231
60.94,73.0,34,136
19.67921568627451,14.0,59,228
18.691,57.0,35,45
39.596,22.0,51,211
17.94,11.0,46,65
199.36,37.0,163,200
46.82,28.0,32,73
33.256,27.0,42,231
19.812624375624374,12.0,54,159
21.688000000000002,13.0,97,101
93.804,12.0,46,71
202.16,13.0,18,71
18.815714285714286,14.0,101,133
28.46666666666667,22.0,46,70
14.06080231618339,29.0,30,62
168.56,15.0,45,243
16.302871794871795,11.0,110,136
13.9,12.0,53,209
1353.76,1638.0,13,200
45.94,28.0,57,174
163.38,43.0,188,243
32.85209259525923,52.0,14,39
3693.14,4125.0,2,83
34.74,45.0,29,93
43.879333333333335,45.0,6,114
1220.18,1586.0,6,132
83.64,92.0,59,83
370.02,25.0,2,206
40.68,34.0,3,61
46.16,29.0,26,77
38.934343803418805,17.0,91,146
219.86,165.0,3,80
35.4,23.0,26,161
40.246,18.0,30,76
172.5,264.0,34,185
34.15,12.0,1,109
637.7366666666667,117.0,203,241
32.31384615384616,39.0,11,140
588.76,12.0,3,99
166.86,30.0,117,136
213.79,16.0,0,192
66.22,49.0,4,51
20.705347985347984,22.0,137,185
52.76,18.0,28,209
104.3,30.0,140,185
15.361859227474788,22.0,64,87
24.88940170940171,14.0,24,43
20.12,12.0,15,115
28.31,37.0,7,229
16.778,22.0,66,132
28.215748917748915,22.0,7,79
30.44,14.0,20,43
23.62,20.0,29,161
15.28,11.0,209,245
17.608619047619047,16.0,53,176
38.84,18.0,4,97
188.3,127.0,26,63
72.56,75.0,11,23
467.74,121.0,19,24
749.42,520.0,4,24
33.54,22.0,88,209
119.63977272727271,64.0,0,230
884.22,497.0,49,107
32.536,13.0,8,199
25.288666666666664,11.0,43,82
144.82,66.0,24,161
28.11182776972407,12.0,77,92
49.22,40.0,185,203
19.723333333333336,19.0,19,65
805.16,508.0,16,52
24.66289855072464,14.0,26,65
21.44,28.0,67,72
363.2,12.0,116,200
165.06,167.0,73,78
79.94,132.0,107,211
1988.3,7211.0,201,241
1906.96,2032.0,0,205
14.26080231618339,15.0,30,215
24.9,14.0,88,211
387.42,44.0,174,205
56.47714285714285,11.0,85,199
75.7,55.0,4,26
34.19449421216399,20.0,2,168
105.46666666666665,15.0,18,224
120.72,24.0,210,211
82.34,50.0,3,236
63.50076923076923,22.0,3,92
23.094736842105263,11.0,60,237
109.15333333333334,66.0,60,201
42.76504100626682,29.0,15,90
33.305,19.0,47,137
28.4,16.0,40,129
28.324761904761903,14.0,7,168
139.22,129.0,161,244
27.305714285714284,14.0,34,231
183.74,114.0,1,210
51.54,39.0,12,91
29.58,13.0,5,67
43.974,32.0,73,244
21.611923076923077,15.0,97,159
29.5,12.0,24,46
627.16,35.0,220,241
109.57333333333334,101.0,29,42
16.05622807017544,18.0,54,226
33.44,35.0,35,200
24.658382352941175,14.0,132,139
2095.1,2516.0,24,83
52.6,45.0,52,185
581.5,401.0,7,202
148.43833333333333,53.0,5,231
22.553999999999995,26.0,29,223
165.24153846153848,13.0,114,136
92.44,59.0,20,38
26.653333333333336,25.0,91,157
35.5,27.0,6,233
49.55,17.0,0,240
30.5725,27.0,1,46
42.22,22.0,100,136
24.70676363636364,37.0,18,216
30.760769230769228,48.0,34,108
30.182071674070095,21.0,31,82
29.66,28.0,9,46
256.08,290.0,13,243
18.0228088336784,13.0,53,167
16.087666666666667,11.0,35,81
253.674,14.0,83,138
2819.54,6861.0,83,201
28.88,25.0,24,163
20.56,13.0,73,245
33.08021739130435,12.0,107,159
29.15,48.0,31,63
85.36,29.0,4,100
17.869103769464715,16.0,59,110
36.06666666666666,11.0,32,70
891.7766666666665,1533.0,107,241
32.803333333333335,21.0,57,96
18.16569696969697,18.0,30,56
1541.04,1385.0,1,13
24.38,14.0,61,145
107.12,12.0,67,241
661.24,107.0,0,114
22.470995030472277,12.0,19,98
76.08941025641026,42.0,3,225
35.35,51.0,0,216
114.44,110.0,15,227
319.36,350.0,5,40
3335.64,3495.0,12,241
119.57600000000001,85.0,14,33
27.515050681026295,13.0,34,94
25.12,18.0,29,157
26.4,48.0,16,105
21.96,17.0,16,43
24.34,43.0,4,46
534.22,648.0,5,22
64.97166144200627,18.0,7,144
55.77333333333334,41.0,78,209
41.06,11.0,95,161
23.474666666666668,40.0,1,245
31.217546018055167,28.0,22,110
19.813630769230766,17.0,83,216
838.6733333333333,818.0,7,18
18.945714285714285,14.0,22,245
243.19,31.0,41,241
36.38,20.0,5,138
15.899000000000001,20.0,54,89
35.35,45.0,18,221
102.02,85.0,7,52
88.0095652173913,50.0,2,97
426.14,136.0,188,241
48.55393939393939,12.0,5,208
45.18,29.0,42,161
26.972611859466696,26.0,11,64
59.54,69.0,23,132
274.1933333333333,28.0,233,241
90.72,25.0,10,22
31.5,37.0,5,220
1320.12,1251.0,6,14
48.6861111111111,53.0,15,41
32.53,37.0,144,201
36.04,23.0,76,103
443.5,315.0,13,18
690.66,982.0,13,132
409.02,228.0,5,211
14.37,17.0,35,48
304.14,22.0,201,206
143.78,126.0,50,205
24.070888749906157,71.0,63,215
42.68,32.0,40,214
71.44,13.0,3,55
87.477,73.0,19,34
292.84,172.0,4,8
37.0,30.0,23,73
920.0,167.0,210,241
174.97,14.0,220,243
48.35138095238095,22.0,9,35
25.02,41.0,26,46
229.78,194.0,17,24
215.02,218.0,205,243
44.16,11.0,91,226
1460.74,1646.0,7,11
100.345,80.0,33,132
88.12,24.0,84,204
57.26,23.0,34,89
183.06,234.0,23,201
24.035999999999998,13.0,42,245
72.74,94.0,185,210
40.6,18.0,20,218
2776.34,3820.0,9,83
28.90714285714286,35.0,26,80
121.42,60.0,14,161
39.1,29.0,21,112
45.48,11.0,2,37
23.02555493408318,51.0,13,84
3328.38,2999.0,12,83
65.875,70.0,20,242
252.66,182.0,40,132
88.95,12.0,109,114
184.2,154.0,12,237
43.04,31.0,17,38
245.28,241.0,21,241
41.46,11.0,40,45
3104.7,3082.0,5,15
88.79333333333332,83.0,59,63
34.64,13.0,103,159
77.92,73.0,13,214
62.53523809523809,26.0,32,146
29.42,12.0,32,125
15.437999999999999,23.0,54,132
61.76,50.0,94,201
45.27066666666666,21.0,19,38
28.394388170652874,15.0,49,230
25.28,19.0,20,245
78.82,149.0,39,83
41.578006811071326,67.0,15,110
136.84,88.0,38,132
67.96,48.0,22,243
77.36,32.0,45,185
48.36136358830756,29.0,15,137
18.570346405228758,21.0,40,59
70.2,57.0,18,210
188.72,27.0,130,185
32.08727272727273,66.0,5,110
17.54925974025974,26.0,53,216
1216.02,2974.0,1,2
126.42,86.0,8,19
31.543076923076924,28.0,200,218
118.66,104.0,63,214
79.46,84.0,34,40
16.639289150478007,12.0,80,230
32.71183435192259,46.0,7,118
75.38,22.0,97,185
56.657142857142865,69.0,96,211
29.52666666666667,13.0,80,236
1547.24,1693.0,9,24
30.62798423464856,18.0,50,54
32.07792207792208,12.0,108,226
15.267471288515406,18.0,8,118
82.64571428571428,14.0,13,224
549.86,26.0,232,241
52.39,32.0,21,33
112.12727272727273,172.0,0,39
45.54666666666666,49.0,24,114
45.48,21.0,132,233
165.48,153.0,5,77
21.372629716177542,41.0,24,31
15.329607843137255,12.0,92,226
515.26,581.0,2,30
119.8,117.0,24,38
177.46,199.0,8,22
116.16,206.0,243,244
978.6,687.0,11,49
30.45619047619048,11.0,205,226
1234.44,1255.0,1,49
127.68,113.0,205,242
24.982281746031745,27.0,12,35
42.44333333333334,48.0,30,209
70.3,74.0,11,36
18.563398046398046,12.0,38,223
126.235,19.0,152,200
2044.84,67.0,133,201
172.9,71.0,212,245
30.32463492063492,15.0,18,111
16.25613636363636,12.0,72,82
3743.8,3560.0,5,63
21.435586922029373,33.0,79,87
41.093333333333334,67.0,26,209
21.315,12.0,219,241
34.77,13.0,7,113
21.169230769230772,36.0,15,216
22.2,91.0,23,47
594.32,190.0,89,201
28.8,30.0,29,227
25.1674188034188,11.0,4,130
44.47119047619048,48.0,9,133
30.733614035087722,92.0,215,241
44.44,19.0,24,97
88.352,72.0,20,51
24.60666666666667,19.0,34,114
73.6,20.0,91,136
36.62666666666667,19.0,88,214
296.28,269.0,18,108
60.86,34.0,20,77
1003.04,1915.0,3,96
32.828277208859255,35.0,50,93
100.47333333333331,148.0,101,185
30.42666666666667,19.0,1,130
17.095368542568544,22.0,38,215
63.4495652173913,20.0,83,103
206.23333333333332,12.0,41,186
18.94022857398438,24.0,20,230
93.3375,13.0,28,34
727.4,687.0,9,42
1813.18,1047.0,12,14
17.485357864357866,25.0,27,223
36.48,11.0,73,218
94.34,125.0,6,244
29.278202982947565,22.0,29,60
81.36,14.0,117,209
28.077759760283616,51.0,6,215
59.92966507177033,22.0,11,109
126.78,105.0,52,83
121.12,77.0,201,221
32.610879351388505,16.0,22,57
37.7325,13.0,17,226
39.82,19.0,10,23
54.62,25.0,204,211
403.96,250.0,4,18
55.45194295900179,29.0,33,62
935.72,327.0,0,210
55.24314340448824,34.0,9,121
22.68,16.0,42,115
60.18,13.0,202,221
26.547655677655676,31.0,11,232
79.75717948717949,14.0,83,170
21.7,24.0,3,72
30.675,28.0,91,103
25.34,16.0,36,40
21.17893939393939,20.0,13,31
20.56,19.0,12,43
22.259611648627995,54.0,6,57
764.88,152.0,214,241
42.19228070175439,25.0,139,241
25.848000000000003,21.0,60,101
142.37633333333332,15.0,63,170
43.85796825396826,46.0,3,163
37.28,18.0,23,202
79.98,13.0,132,224
66.54,110.0,185,237
40.82,24.0,80,237
20.21,11.0,16,54
50.76,44.0,51,204
33.2604,21.0,1,133
525.66,383.0,11,78
40.78,12.0,226,236
1467.24,13.0,99,201
16.269,16.0,223,243
1433.68,30.0,76,241
700.24,468.0,63,202
47.5,15.0,1,37
166.24,23.0,9,159
43.07333333333333,21.0,30,203
1656.64,2671.0,83,132
233.38400000000001,270.0,12,51
42.622857142857136,31.0,62,107
24.201111111111114,11.0,4,229
24.272,13.0,109,130
443.068,11.0,115,125
57.54,34.0,47,78
21.176497662629767,14.0,62,230
120.58,170.0,83,89
20.56,18.0,12,105
65.22,62.0,47,96
22.187833333333334,19.0,1,139
16.197846153846154,22.0,4,72
36.0575,23.0,20,46
23.78085917692783,14.0,18,156
54.830641025641036,13.0,103,228
94.68,108.0,3,93
65.792,51.0,20,227
193.62,197.0,11,40
64.0,15.0,41,42
34.08,30.0,46,117
21.83,11.0,30,133
38.26799892264598,16.0,24,139
16.32738344988345,12.0,118,236
25.870647606868832,28.0,22,62
27.815,14.0,51,226
44.433960254305084,32.0,7,124
444.88666666666666,286.0,1,34
39.54,13.0,36,50
34.02410256410256,26.0,6,41
39.708,24.0,15,218
31.087142857142858,18.0,32,117
23.661285714285714,22.0,32,228
21.38,53.0,31,32
50.02,31.0,4,188
240.32,105.0,50,107
21.634563909774432,21.0,1,230
1464.0466666666669,854.0,14,24
30.26,20.0,46,214
74.495,14.0,41,101
32.18,57.0,36,108
21.02194861660079,14.0,27,54
121.87,131.0,13,101
67.96,137.0,22,40
80.04,77.0,49,244
30.805249594574676,15.0,7,95
33.4,47.0,11,221
54.48,23.0,105,153
337.94,319.0,5,29
1381.2,1302.0,15,49
20.193840336134457,16.0,80,223
29.42,18.0,22,112
16.752380952380953,25.0,59,221
25.6,15.0,27,85
34.4537619047619,52.0,15,35
50.92285714285714,124.0,39,107
1011.6,1186.0,9,107
24.375645586297765,16.0,27,69
62.3,39.0,8,77
28.297055167055174,35.0,4,217
35.6,18.0,60,107
28.62916666666667,13.0,1,228
23.873333333333335,12.0,131,140
119.1,107.0,22,73
606.08,22.0,76,132
55.22924237618635,24.0,15,87
25.022929292929295,13.0,117,245
53.56,52.0,12,174
48.52,11.0,188,227
21.877909090909093,12.0,40,118
133.42,54.0,13,16
30.6,11.0,32,161
32.793,18.0,30,43
285.6,311.0,17,200
362.74,836.0,50,201
39.92,41.0,1,129
160.98,159.0,8,20
22.29894736842105,14.0,36,226
76.86,89.0,14,100
22.909854282765743,16.0,110,215
21.268831168831166,12.0,100,226
114.22,108.0,24,47
1343.16,46.0,76,83
19.802622631848436,15.0,49,54
59.46,45.0,45,52
63.48,22.0,57,73
509.26,435.0,19,241
40.3,37.0,25,26
402.14,156.0,77,200
59.44,30.0,47,136
51.66472727272727,21.0,32,118
58.798125707625715,143.0,3,223
18.68,14.0,80,161
546.46,396.0,4,132
678.5,1252.0,107,200
26.35870512820513,30.0,27,60
20.255,16.0,32,105
375.96,279.0,24,34
35.50554385964912,33.0,14,133
61.64,63.0,20,32
101.2,104.0,13,211
15.712237762237763,19.0,110,113
154.48,50.0,0,41
27.280769230769227,56.0,21,108
149.716,137.0,14,51
44.1468735632184,36.0,6,121
32.755,17.0,210,232
63.17241142191143,59.0,3,146
22.61935483870968,15.0,46,220
28.772,11.0,91,227
92.3,52.0,6,174
61.73,31.0,77,202
30.43069069619922,23.0,42,215
33.86584615384615,33.0,2,159
719.3,922.0,15,205
59.238831738437,12.0,11,195
15.640000000000002,11.0,92,202
35.670920634920634,31.0,0,146
239.1,46.0,97,200
811.46,904.0,15,96
29.413800144300144,28.0,12,118
28.66,34.0,34,97
21.674476140942357,79.0,26,59
20.955,61.0,31,241
106.24,42.0,2,245
90.28,54.0,1,89
166.62,72.0,132,244
56.3994925074925,118.0,3,215
767.82,620.0,7,42
26.415139475188063,65.0,12,110
84.574,136.0,18,209
179.81333333333336,330.0,5,26
417.78,326.0,7,50
17.42,13.0,14,61
28.38721951219512,20.0,34,109
329.88,348.0,2,17
23.37,11.0,60,202
25.01217391304348,38.0,21,41
47.33714285714285,16.0,3,68
26.433333333333334,23.0,8,174
711.14,758.0,185,200
31.78857142857143,27.0,25,101
31.54980392156863,26.0,79,201
134.4,142.0,107,243
456.54,302.0,14,73
116.9775,26.0,28,30
658.14,766.0,20,83
258.24,14.0,76,136
30.445714285714285,22.0,13,231
355.88,481.0,8,24
35.20087719298246,18.0,63,218
17.54,14.0,61,68
17.517897243107768,15.0,1,79
72.4260606060606,18.0,21,208
261.64,239.0,78,185
65.32,65.0,11,52
74.044,74.0,13,227
20.694666666666667,12.0,22,35
23.565105263157896,15.0,22,60
61.7,45.0,3,220
19.129166666666666,13.0,38,139
261.98,366.0,18,96
44.14821428571428,173.0,0,62
21.50822222222222,31.0,185,223
41.6025,28.0,62,73
44.93,56.0,15,236
21.727747644168698,20.0,223,230
350.5,18.0,48,200
62.1,20.0,41,209
41.762857142857136,38.0,57,107
31.727214285714286,36.0,9,53
43.12083333333333,43.0,101,209
18.85333333333333,19.0,62,112
31.282399410075023,11.0,29,192
23.746891000586277,11.0,8,90
18.56,12.0,12,115
31.228,16.0,139,205
1379.54,1215.0,12,49
613.26,17.0,61,83
31.88125997686524,33.0,11,57
28.34,71.0,31,83
16.68,17.0,9,61
727.32,982.0,2,20
26.82,13.0,38,221
17.033285767372725,16.0,36,53
155.56733333333332,15.0,6,138
62.51666666666667,13.0,140,237
18.37142857142857,12.0,88,146
49.852842105263164,18.0,14,159
22.29,24.0,21,211
54.067142857142855,11.0,161,220
97.4,76.0,0,121
140.56,18.0,41,185
27.02,15.0,69,214
22.993333333333336,16.0,96,129
27.59333333333333,14.0,22,41
200.18,94.0,4,34
202.28,174.0,20,42
103.5,122.0,29,73
282.66,384.0,83,211
1929.36,1841.0,5,132
44.605,59.0,32,36
28.0295,24.0,50,199
20.26,14.0,32,218
29.44,24.0,3,67
37.5,34.0,11,103
17.535714285714285,16.0,9,131
46.01333333333334,81.0,6,52
18.72,11.0,227,231
3014.98,3542.0,1,3
28.30847619047619,37.0,185,228
19.2,14.0,89,227
24.706666666666663,17.0,110,205
15.58,21.0,1,217
17.305052700922264,17.0,64,186
20.66,11.0,41,138
19.268546394781687,26.0,63,144
23.32894736842105,20.0,1,137
233.61,23.0,58,186
43.99,12.0,40,109
34.122,24.0,33,214
344.88,19.0,174,202
64.74,11.0,0,145
31.417294117647057,17.0,97,135
171.04,199.0,2,77
16.523450216450218,47.0,64,97
98.24,64.0,49,211
34.32,15.0,29,188
27.87,23.0,53,63
20.259477785372518,13.0,100,110
5029.88,8007.0,3,201
462.0,14.0,48,241
110.3,12.0,76,101
70.392,87.0,22,136
28.780946303346028,11.0,9,79
3852.12,4376.0,2,5
158.26,178.0,10,83
181.96,176.0,63,211
670.48,609.0,7,78
111.38,125.0,49,112
24.88,21.0,38,88
49.986000000000004,52.0,21,136
68.096,59.0,21,30
70.48,13.0,61,214
54.34666666666667,24.0,19,77
47.124816017316014,42.0,12,54
384.2,168.0,10,24
441.9,425.0,15,22
23.715853174603176,84.0,2,223
17.2,17.0,22,199
28.7,11.0,136,221
18.034285714285712,16.0,29,140
27.082399209486166,11.0,34,98
51.52768761524756,54.0,18,118
66.80776811594204,58.0,2,60
28.54855555555556,63.0,36,41
37.5,28.0,8,161
33.42,32.0,204,210
24.896,12.0,131,218
259.5,306.0,1,50
249.86,74.0,0,231
66.24975457875458,60.0,30,220
17.700666666666667,16.0,62,108
286.54,337.0,2,242
20.13,34.0,7,131
1265.46,1465.0,9,13
57.32,47.0,11,188
22.27794227994228,25.0,101,228
42.378,18.0,24,60
31.1,32.0,29,130
22.72,12.0,101,157
88.24,81.0,1,203
18.690064521509804,11.0,8,144
90.52,39.0,80,107
35.096666666666664,19.0,91,228
22.04857142857143,38.0,32,236
87.53697612732095,146.0,7,59
73.62,35.0,9,231
33.88,24.0,14,233
169.02,276.0,24,210
169.0,85.0,89,241
18.82280701754386,15.0,1,58
24.84768181818182,31.0,34,60
174.15333333333336,14.0,103,214
34.52,17.0,17,214
106.46,42.0,202,237
21.229854282765743,18.0,62,94
146.1,42.0,132,188
25.31565384615385,38.0,21,97
220.06,203.0,14,34
23.78,11.0,105,220
69.50666666666666,73.0,22,204
