,s_id,s_name,s_total_trip,s_ranking,s_lon,s_lat,s_adname_id,s_cost,s_type_id,s_comment,s_area,s_level,s_mean_time,e_id,e_name,e_total_trip,e_ranking,e_lon,e_lat,e_adname_id,e_cost,e_type_id,e_comment,e_area,e_level,e_mean_time,distance,flow
1421,34,中山公园,1308,4.7,116.394407,39.910707,4,0,4,763,191915.9733,4,4.0,245,十渡风景名胜区,404,4.5,115.610697,39.64063,5,0,5,670,50901.34807,4,3.5,73534.11490456837,11
1422,51,中国国家图书馆,678,4.7,116.323321,39.94394,7,0,2,485,126734.6677,1,1.5,144,国家动物博物馆,95,4.5,116.381429,40.002551,2,40,2,114,5149.606305,1,2.5,8184.927707735917,16
1423,32,潭柘寺,514,4.6,116.0306,39.903428,9,55,1,1204,178980.4929,4,3.5,200,圆明园,7545,4.7,116.300442,40.009143,7,10,1,19667,3336877.979,5,2.5,25873.312171294405,93
1424,132,烟袋斜街,3421,4.4,116.394748,39.939329,15,0,4,662,18111.23657,1,2.0,211,北锣鼓巷,456,4.3,116.402591,39.943873,4,0,4,188,1498.208418,1,1.5,838.9743727020048,169
1425,2,天坛公园,9022,4.6,116.410829,39.881913,4,15,1,11633,1935389.745,5,5.0,80,北京市劳动人民文化宫,390,4.6,116.400005,39.9107,4,2,2,419,143113.5078,2,2.0,3327.6466134096195,190
1426,7,北海公园,6887,4.8,116.391746,39.928614,15,10,1,40,697623.4271,4,2.0,61,百花山国家级自然保护区,245,4.9,115.591886,39.837756,9,60,5,7,32412753.44,3,4.0,69158.86317175055,25
1427,49,人民大会堂,3207,4.6,116.393823,39.905024,15,0,1,615,144657.2062,1,1.5,51,中国国家图书馆,678,4.7,116.323321,39.94394,7,0,2,485,126734.6677,1,1.5,7415.946333473395,97
1428,26,国家植物园,1350,4.6,116.211489,39.996048,7,5,3,1886,1669958.856,4,3.5,202,中国国家博物馆,1190,4.8,116.401304,39.905374,4,0,2,4278,123008.8977,1,3.5,19091.156769502802,32
1429,36,八大处公园,492,4.7,116.184358,39.962679,12,10,5,2105,2116766.293,4,1.5,140,北京古观象台,125,4.5,116.434326,39.907206,4,20,1,214,14898.92496,1,1.0,22236.055009307263,12
1430,19,奥林匹克森林公园,987,4.8,116.391365,40.016194,2,0,4,100,6697819.748,1,3.5,63,王府井,7795,4.4,116.412422,39.908966,4,0,4,1838,1951869.662,1,3.0,12041.11051857354,182
1431,11,雍和宫,4125,4.8,116.417304,39.947228,4,25,1,6,35765.89602,1,2.0,133,三里河公园,210,4.9,116.405433,39.894234,4,0,5,119,8116212.268,1,1.5,5970.970055009635,31
1432,26,国家植物园,1350,4.6,116.211489,39.996048,7,5,3,1886,1669958.856,4,3.5,201,天安门广场,16368,4.8,116.397755,39.903179,4,0,1,14196,250003.1338,1,1.5,18965.76737265339,267
1433,18,香山公园,3045,4.6,116.188746,39.990107,7,10,1,5055,1641390.743,4,3.0,82,神堂峪自然风景区,109,4.4,116.61177,40.438855,8,20,5,146,20442862.21,1,3.0,61478.41401434875,14
1434,30,居庸关长城,1412,4.7,116.073094,40.291154,1,45,1,1917,663074.9328,4,8.0,103,法海寺森林公园,207,4.1,116.16003,39.940625,12,0,5,7,621642.6157,1,1.5,39620.9529722567,12
1435,2,天坛公园,9022,4.6,116.410829,39.881913,4,15,1,11633,1935389.745,5,5.0,174,大观楼影城,202,4.3,116.395033,39.895727,15,0,1,98,0.0,1,1.5,2043.999000095118,95
1436,58,北京爨底下旅游度假村,158,4.4,115.646077,39.995718,9,0,1,276,5330000.0,1,8.0,107,三里屯,3524,4.6,116.455294,39.937492,2,0,4,674,2560078.012,1,3.0,69437.1908053807,12
1437,21,玉渊潭公园,1508,4.6,116.319932,39.91662,7,2,5,1522,1157711.354,4,3.0,49,人民大会堂,3207,4.6,116.393823,39.905024,15,0,1,615,144657.2062,1,1.5,6447.895475366326,99
1438,88,白塔寺,382,4.6,116.363365,39.924848,15,20,1,284,9377.248679,1,1.0,110,中央美术学院-美术馆(花家地新馆),227,4.6,116.465247,39.984522,2,93,2,138,14777.0,1,1.5,10940.444097230917,11
1439,92,清华大学艺术博物馆,89,4.6,116.335592,40.001971,7,20,2,46,22319.07123,1,3.0,151,中国紫檀博物馆,68,4.7,116.526044,39.910659,2,50,2,392,23486.78111,1,2.0,19173.668442864455,11
1440,26,国家植物园,1350,4.6,116.211489,39.996048,7,5,3,1886,1669958.856,4,3.5,48,北京喇叭沟原始森林公园,172,4.8,116.516762,40.944697,8,36,5,4,153357482.1,3,2.5,108475.81864694702,17
1441,78,国家奥林匹克体育中心,1453,4.5,116.400841,39.985159,2,0,4,184,629581.0826,1,2.5,96,北宫国家森林公园,2173,4.6,116.117756,39.866114,6,10,5,731,1232968.118,4,3.5,27574.430948478403,337
1442,146,阳台山自然风景区,322,4.1,116.104067,40.068588,7,9,5,134,26000000.0,2,3.0,223,大觉禅寺（大觉寺）,480,4.5,116.106103,40.052849,7,20,1,246,77200.0,3,2.0,1756.2043654806498,188
1443,1,八达岭长城,5677,4.7,116.016802,40.356188,16,40,1,33983,2424391.838,5,7.5,40,北京东交民巷使馆建筑群,732,4.6,116.41262,39.901299,4,0,1,327,628400.0,1,1.5,60740.191037917444,141
1444,131,大运河森林公园,133,4.7,116.744026,39.87012,14,0,5,407,5808489.415,1,6.0,200,圆明园,7545,4.7,116.300442,40.009143,7,10,1,19667,3336877.979,5,2.5,40934.61839450804,17
1445,15,北京大学,6718,4.6,116.310905,39.992806,7,0,1,1452,1950017.619,1,1.5,69,中国电影博物馆,188,4.4,116.520445,39.996385,2,128,2,207,57851.24158,1,1.5,17899.247176272303,54
1446,221,明城墙遗址公园,222,4.6,116.42793,39.901271,4,10,1,352,125394.162,4,1.5,236,天宁寺塔,210,4.7,116.345924,39.895064,15,0,1,60,6254.108793,1,1.5,7046.980839194489,11
1447,14,孔庙和国子监博物馆,2941,4.6,116.413283,39.946908,4,118,1,685,22000.0,1,3.5,209,中央广播电视塔,737,4.4,116.307016,39.918852,7,80,4,1773,109278.5153,1,2.0,9602.75022952351,81
1448,73,国家大剧院,1544,4.6,116.389814,39.904909,15,30,1,1789,139993.7883,1,2.0,84,什刹海茶艺酒吧街,136,4.4,116.390792,39.936204,15,0,4,623,0.0,1,2.5,3475.7868709176073,18
1449,25,世界公园,376,4.4,116.287749,39.810591,6,77,6,4177,416149.3649,4,3.0,90,北京汽车博物馆,162,4.7,116.301692,39.828941,6,25,2,5354,56696.70166,1,2.0,2361.393130726933,13
1450,13,前门大街,3934,4.5,116.403894,39.896151,4,0,4,1544,711343.8409,3,2.0,88,白塔寺,382,4.6,116.363365,39.924848,15,20,1,284,9377.248679,1,1.0,4707.639273964679,54
1451,52,司马台长城旅游区,663,4.6,117.287475,40.658241,10,170,1,1043,835259.522,4,4.0,242,长陵,670,4.5,116.24843,40.303961,1,45,1,342,2393231.035,5,1.5,96485.85418824368,16
1452,11,雍和宫,4125,4.8,116.417304,39.947228,4,25,1,6,35765.89602,1,2.0,209,中央广播电视塔,737,4.4,116.307016,39.918852,7,80,4,1773,109278.5153,1,2.0,9939.677635240858,92
1453,34,中山公园,1308,4.7,116.394407,39.910707,4,0,4,763,191915.9733,4,4.0,83,南锣鼓巷,9462,4.6,116.402394,39.937182,4,0,4,191,835977.9168,1,3.0,3017.859923129122,412
1454,34,中山公园,1308,4.7,116.394407,39.910707,4,0,4,763,191915.9733,4,4.0,38,中国美术馆,596,4.7,116.408939,39.925255,4,0,2,592,24244.3366,1,1.0,2037.85367874507,55
1455,12,清华大学,5968,4.6,116.326793,40.003017,7,0,1,1157,2787516.674,1,2.5,230,大钟寺,166,4.3,116.344962,39.967038,7,30,1,288,30000.0,3,2.5,4285.735887700701,28
1456,151,中国紫檀博物馆,68,4.7,116.526044,39.910659,2,50,2,392,23486.78111,1,2.0,201,天安门广场,16368,4.8,116.397755,39.903179,4,0,1,14196,250003.1338,1,1.5,11001.346184589422,20
1457,5,景山公园,9163,4.7,116.396551,39.925875,15,0,1,3814,257164.9228,4,1.25,25,世界公园,376,4.4,116.287749,39.810591,6,77,6,4177,416149.3649,4,3.0,15827.206301447346,112
1458,24,北京大栅栏,4653,4.5,116.395042,39.895715,15,0,4,1026,0.0,3,0.75,57,广德楼,169,4.4,116.395,39.895856,15,20,4,276,54.40178109,1,3.0,16.062385251515956,132
1459,12,清华大学,5968,4.6,116.326793,40.003017,7,0,1,1157,2787516.674,1,2.5,92,清华大学艺术博物馆,89,4.6,116.335592,40.001971,7,20,2,46,22319.07123,1,3.0,760.2767095448426,89
1460,11,雍和宫,4125,4.8,116.417304,39.947228,4,25,1,6,35765.89602,1,2.0,80,北京市劳动人民文化宫,390,4.6,116.400005,39.9107,4,2,2,419,143113.5078,2,2.0,4316.9927807980375,100
1461,33,北京自然博物馆,584,4.6,116.399833,39.883183,4,0,2,960,18843.34828,1,2.0,112,中国园林博物馆,571,4.8,116.177113,39.878994,6,0,2,191,51781.15408,4,2.5,19057.54061741579,14
1462,96,北宫国家森林公园,2173,4.6,116.117756,39.866114,6,10,5,731,1232968.118,4,3.5,244,总神道,303,4.4,116.223201,40.254311,1,30,1,133,302229.8482,5,2.0,44032.59222750149,69
1463,101,中华民族园,946,4.8,116.391367,39.982848,2,90,2,18,314383.6014,1,4.0,202,中国国家博物馆,1190,4.8,116.401304,39.905374,4,0,2,4278,123008.8977,1,3.5,8644.033203320465,114
1464,42,钟鼓楼,1354,4.5,116.395885,39.941596,4,20,1,352,3852.108981,1,1.5,54,红砖美术馆,306,4.3,116.499843,40.042256,2,120,2,162,6442.272653,1,1.5,14273.94743272898,16
1465,11,雍和宫,4125,4.8,116.417304,39.947228,4,25,1,6,35765.89602,1,2.0,220,残长城,190,4.6,115.977528,40.338935,16,54,1,409,6180535.744,3,2.5,57412.05678256308,15
1466,22,五道营胡同,1374,4.6,116.408701,39.948536,4,0,4,337,0.0,1,1.5,70,坡峰岭,249,4.6,115.835058,39.703939,5,30,5,1245,2151709.492,1,4.5,56118.43558848771,15
1467,93,中华世纪坛,250,4.3,116.321339,39.911686,7,0,1,411,39999.79982,1,1.5,107,三里屯,3524,4.6,116.455294,39.937492,2,0,4,674,2560078.012,1,3.0,11804.535789061647,29
1468,4,慕田峪长城,2645,4.8,116.565052,40.431668,8,40,1,14667,4123759.312,5,6.0,214,卢沟桥,565,4.6,116.225969,39.850387,6,20,1,141,425565.9048,1,0.5,70716.81080964643,46
1469,7,北海公园,6887,4.8,116.391746,39.928614,15,10,1,40,697623.4271,4,2.0,29,首都博物馆,914,4.7,116.342067,39.906412,15,0,2,1063,31381.63726,4,2.5,4910.930876230757,297
1470,108,卧佛寺,402,4.5,116.207216,40.007486,7,5,1,165,10689.38661,1,0.5,229,月坛公园,87,4.5,116.352206,39.916423,15,0,4,490,61751.2355,1,1.0,15990.604228799235,15
1471,7,北海公园,6887,4.8,116.391746,39.928614,15,10,1,40,697623.4271,4,2.0,47,北京海洋馆,655,4.5,116.340971,39.944676,7,173,3,4837,34297.38781,1,2.5,4692.027138664713,156
1472,0,故宫博物院,18918,4.8,116.397029,39.91784,4,60,1,144663,1038469.981,5,6.0,119,白瀑寺,61,4.5,115.923175,40.116704,9,0,1,51,134470.5137,1,2.5,46087.7783555167,13
1473,76,白云观,204,4.6,116.343781,39.901235,15,10,1,353,30199.44463,1,2.0,88,白塔寺,382,4.6,116.363365,39.924848,15,20,1,284,9377.248679,1,1.0,3110.9172090117468,43
1474,1,八达岭长城,5677,4.7,116.016802,40.356188,16,40,1,33983,2424391.838,5,7.5,224,段祺瑞执政府,76,3.8,116.415071,39.934112,4,0,1,23,6632.185128,1,1.0,57863.51613838799,13
1475,73,国家大剧院,1544,4.6,116.389814,39.904909,15,30,1,1789,139993.7883,1,2.0,241,奥体公园（奥林匹克公园;鸟巢;水立方;）,9024,4.8,116.688349,39.908314,14,0,4,36,3680000.0,5,4.0,25530.537579659824,856
1476,77,北京天文馆,468,4.5,116.336833,39.937306,15,10,2,929,24829.2312,4,2.0,237,琉璃厂（文化街）,549,4.6,116.38457,39.895313,15,0,4,5,102580.1232,1,1.0,6196.6044682985,23
1477,62,陶然亭公园,367,4.6,116.381915,39.874511,15,2,4,1122,524301.5316,4,2.5,88,白塔寺,382,4.6,116.363365,39.924848,15,20,1,284,9377.248679,1,1.0,5809.827142004223,13
1478,38,中国美术馆,596,4.7,116.408939,39.925255,4,0,2,592,24244.3366,1,1.0,96,北宫国家森林公园,2173,4.6,116.117756,39.866114,6,10,5,731,1232968.118,4,3.5,25754.231162234984,49
1479,4,慕田峪长城,2645,4.8,116.565052,40.431668,8,40,1,14667,4123759.312,5,6.0,95,蟒山国家森林公园,114,4.4,116.293542,40.26432,1,30,5,755,17525836.27,3,2.0,29620.99371900578,14
1480,36,八大处公园,492,4.7,116.184358,39.962679,12,10,5,2105,2116766.293,4,1.5,73,国家大剧院,1544,4.6,116.389814,39.904909,15,30,1,1789,139993.7883,1,2.0,18696.377011708602,29
1481,38,中国美术馆,596,4.7,116.408939,39.925255,4,0,2,592,24244.3366,1,1.0,47,北京海洋馆,655,4.5,116.340971,39.944676,7,173,3,4837,34297.38781,1,2.5,6196.843139513395,13
1482,4,慕田峪长城,2645,4.8,116.565052,40.431668,8,40,1,14667,4123759.312,5,6.0,63,王府井,7795,4.4,116.412422,39.908966,4,0,4,1838,1951869.662,1,3.0,59478.0563637166,843
1483,170,梅兰芳大剧院(平安里西大街),40,4.6,116.357066,39.931825,15,0,4,148,1358.777248,1,2.0,200,圆明园,7545,4.7,116.300442,40.009143,7,10,1,19667,3336877.979,5,2.5,9854.019731893815,14
1484,26,国家植物园,1350,4.6,116.211489,39.996048,7,5,3,1886,1669958.856,4,3.5,37,玉渡山风景区,148,4.6,115.899049,40.531641,16,60,5,1240,30112108.5,1,3.0,65140.42771890116,13
1485,31,红螺寺,334,4.7,116.624756,40.384097,8,54,1,2027,1786808.424,4,4.5,55,百里山水画廊（四季花海）,124,4.5,116.31974,40.70053,16,12,5,7,455734609.5,4,12.0,43616.09562790773,12
1486,84,什刹海茶艺酒吧街,136,4.4,116.390792,39.936204,15,0,4,623,0.0,1,2.5,243,定陵,1175,4.4,116.225759,40.294843,1,60,1,945,210371.1033,5,1.0,42234.331613681185,18
1487,73,国家大剧院,1544,4.6,116.389814,39.904909,15,30,1,1789,139993.7883,1,2.0,199,北京环球度假区,819,4.5,116.681212,39.852698,14,624,6,3534,1493568.706,1,8.0,25592.729735746867,14
1488,26,国家植物园,1350,4.6,116.211489,39.996048,7,5,3,1886,1669958.856,4,3.5,81,海坨山(不对外开放),143,4.7,115.81911,40.5591,16,0,5,70,112249000.0,1,8.0,70869.47985706772,12
1489,14,孔庙和国子监博物馆,2941,4.6,116.413283,39.946908,4,118,1,685,22000.0,1,3.5,50,中国科学技术馆,1122,4.7,116.398595,40.006023,2,30,2,4578,50070.83617,1,4.0,6682.62981904759,150
1490,30,居庸关长城,1412,4.7,116.073094,40.291154,1,45,1,1917,663074.9328,4,8.0,112,中国园林博物馆,571,4.8,116.177113,39.878994,6,0,2,191,51781.15408,4,2.5,46616.64814047364,80
1491,0,故宫博物院,18918,4.8,116.397029,39.91784,4,60,1,144663,1038469.981,5,6.0,214,卢沟桥,565,4.6,116.225969,39.850387,6,20,1,141,425565.9048,1,0.5,16437.500681683465,261
1492,10,北京杜莎夫人蜡像馆,327,4.7,116.398222,39.897304,4,180,2,3677,3000.0,1,1.5,33,北京自然博物馆,584,4.6,116.399833,39.883183,4,0,2,960,18843.34828,1,2.0,1573.9332437480841,21
1493,8,北京798艺术区,1821,4.5,116.49462,39.985028,2,0,2,1321,370534.7496,1,3.0,13,前门大街,3934,4.5,116.403894,39.896151,4,0,4,1544,711343.8409,3,2.0,12550.325049153635,414
1494,36,八大处公园,492,4.7,116.184358,39.962679,12,10,5,2105,2116766.293,4,1.5,61,百花山国家级自然保护区,245,4.9,115.591886,39.837756,9,60,5,7,32412753.44,3,4.0,52531.20652016661,19
1495,1,八达岭长城,5677,4.7,116.016802,40.356188,16,40,1,33983,2424391.838,5,7.5,85,石景山游乐园,88,4.1,116.208645,39.911986,12,10,6,935,368944.5968,4,3.0,51962.25393630024,17
1496,30,居庸关长城,1412,4.7,116.073094,40.291154,1,45,1,1917,663074.9328,4,8.0,108,卧佛寺,402,4.5,116.207216,40.007486,7,5,1,165,10689.38661,1,0.5,33506.91950925648,19
1497,17,北京动物园,1004,4.5,116.33668,39.942117,15,15,3,4963,726207.5638,4,5.0,20,地坛公园,1751,4.5,116.414449,39.953778,4,2,4,874,326165.0245,4,2.0,6770.98111907726,60
1498,7,北海公园,6887,4.8,116.391746,39.928614,15,10,1,40,697623.4271,4,2.0,21,玉渊潭公园,1508,4.6,116.319932,39.91662,7,2,5,1522,1157711.354,4,3.0,6282.167725071269,352
1499,2,天坛公园,9022,4.6,116.410829,39.881913,4,15,1,11633,1935389.745,5,5.0,33,北京自然博物馆,584,4.6,116.399833,39.883183,4,0,2,960,18843.34828,1,2.0,951.1088703283566,365
1500,140,北京古观象台,125,4.5,116.434326,39.907206,4,20,1,214,14898.92496,1,1.0,230,大钟寺,166,4.3,116.344962,39.967038,7,30,1,288,30000.0,3,2.5,10123.00128403863,12
1501,107,三里屯,3524,4.6,116.455294,39.937492,2,0,4,674,2560078.012,1,3.0,203,毛主席纪念堂,165,4.6,116.397815,39.902517,4,0,2,786,58607.5159,1,0.75,6263.290126237683,26
1502,21,玉渊潭公园,1508,4.6,116.319932,39.91662,7,2,5,1522,1157711.354,4,3.0,68,北京石花洞国家地质公园,82,4.6,115.943382,39.797505,5,70,5,810,742671.9974,1,2.0,34830.593646543144,11
1503,33,北京自然博物馆,584,4.6,116.399833,39.883183,4,0,2,960,18843.34828,1,2.0,137,中国古动物馆,92,4.6,116.333946,39.937435,15,10,2,319,6557.157229,1,1.0,8247.679262203283,36
1504,174,大观楼影城,202,4.3,116.395033,39.895727,15,0,1,98,0.0,1,1.5,201,天安门广场,16368,4.8,116.397755,39.903179,4,0,1,14196,250003.1338,1,1.5,859.5373638401389,142
1505,17,北京动物园,1004,4.5,116.33668,39.942117,15,15,3,4963,726207.5638,4,5.0,32,潭柘寺,514,4.6,116.0306,39.903428,9,55,1,1204,178980.4929,4,3.5,26517.02875345776,16
1506,15,北京大学,6718,4.6,116.310905,39.992806,7,0,1,1452,1950017.619,1,1.5,242,长陵,670,4.5,116.24843,40.303961,1,45,1,342,2393231.035,5,1.5,34957.573958805944,242
1507,25,世界公园,376,4.4,116.287749,39.810591,6,77,6,4177,416149.3649,4,3.0,205,人民英雄纪念碑,2243,4.6,116.397691,39.904632,4,0,1,682,10186.8376,1,1.0,14054.65796561931,35
1508,37,玉渡山风景区,148,4.6,115.899049,40.531641,16,60,5,1240,30112108.5,1,3.0,166,古城河,104,4.6,115.998736,40.551127,16,0,1,5,0.0,1,2.0,8717.854083245906,19
1509,21,玉渊潭公园,1508,4.6,116.319932,39.91662,7,2,5,1522,1157711.354,4,3.0,223,大觉禅寺（大觉寺）,480,4.5,116.106103,40.052849,7,20,1,246,77200.0,3,2.0,23714.187133859414,63
1510,43,龙庆峡风景区,194,4.5,116.003394,40.551886,16,40,5,2139,5893398.409,4,4.0,132,烟袋斜街,3421,4.4,116.394748,39.939329,15,0,4,662,18111.23657,1,2.0,75731.36943077858,15
1511,103,法海寺森林公园,207,4.1,116.16003,39.940625,12,0,5,7,621642.6157,1,1.5,201,天安门广场,16368,4.8,116.397755,39.903179,4,0,1,14196,250003.1338,1,1.5,20744.29165831979,41
1512,18,香山公园,3045,4.6,116.188746,39.990107,7,10,1,5055,1641390.743,4,3.0,146,阳台山自然风景区,322,4.1,116.104067,40.068588,7,9,5,134,26000000.0,2,3.0,11321.660015393509,76
1513,100,日坛公园,370,4.6,116.443795,39.915538,2,0,4,535,219976.9075,3,0.5,140,北京古观象台,125,4.5,116.434326,39.907206,4,20,1,214,14898.92496,1,1.0,1229.3794639469713,23
1514,14,孔庙和国子监博物馆,2941,4.6,116.413283,39.946908,4,118,1,685,22000.0,1,3.5,96,北宫国家森林公园,2173,4.6,116.117756,39.866114,6,10,5,731,1232968.118,4,3.5,26815.59156168981,376
1515,20,地坛公园,1751,4.5,116.414449,39.953778,4,2,4,874,326165.0245,4,2.0,105,密云水库,268,4.6,116.913914,40.517502,10,0,5,144,188000000.0,1,8.0,75662.09064968517,12
1516,17,北京动物园,1004,4.5,116.33668,39.942117,15,15,3,4963,726207.5638,4,5.0,47,北京海洋馆,655,4.5,116.340971,39.944676,7,173,3,4837,34297.38781,1,2.5,463.9198270166069,285
1517,51,中国国家图书馆,678,4.7,116.323321,39.94394,7,0,2,485,126734.6677,1,1.5,118,首钢园（首钢工业遗址公园）,312,4.8,116.163672,39.909611,12,88,4,5,7400152.215,1,2.5,14169.880986245405,13
1518,29,首都博物馆,914,4.7,116.342067,39.906412,15,0,2,1063,31381.63726,4,2.5,210,八大胡同,455,4.3,116.390909,39.891935,15,0,4,159,0.0,1,2.0,4475.55388653319,37
1519,73,国家大剧院,1544,4.6,116.389814,39.904909,15,30,1,1789,139993.7883,1,2.0,210,八大胡同,455,4.3,116.390909,39.891935,15,0,4,159,0.0,1,2.0,1443.5785642024055,51
1520,6,北京恭王府博物馆,5730,4.6,116.386312,39.937225,15,40,1,15803,64266.78184,1,3.0,228,帝王庙(历代帝王博物馆）,193,4.7,116.367443,39.924802,15,20,1,157,21500.0,1,1.5,2122.2992113444116,38
1521,101,中华民族园,946,4.8,116.391367,39.982848,2,90,2,18,314383.6014,1,4.0,174,大观楼影城,202,4.3,116.395033,39.895727,15,0,1,98,0.0,1,1.5,9678.419845301505,18
1522,33,北京自然博物馆,584,4.6,116.399833,39.883183,4,0,2,960,18843.34828,1,2.0,242,长陵,670,4.5,116.24843,40.303961,1,45,1,342,2393231.035,5,1.5,48472.81059743361,21
1523,14,孔庙和国子监博物馆,2941,4.6,116.413283,39.946908,4,118,1,685,22000.0,1,3.5,121,北京湖广会馆(装修中),131,3.4,116.384032,39.8889,15,10,1,56,5148.142886,3,3.0,6909.283359457803,22
1524,70,坡峰岭,249,4.6,115.835058,39.703939,5,30,5,1245,2151709.492,1,4.5,136,北京后花园(白虎涧)风景区,1516,4.1,116.081952,40.14064,1,30,5,598,17355511.65,2,4.5,52883.04833494791,13
1525,7,北海公园,6887,4.8,116.391746,39.928614,15,10,1,40,697623.4271,4,2.0,239,正阳门东车站,49,4.3,116.399716,39.899804,4,0,4,28,3500.0,1,0.2,3270.6371765158624,15
1526,40,北京东交民巷使馆建筑群,732,4.6,116.41262,39.901299,4,0,1,327,628400.0,1,1.5,60,北京园博园,319,4.6,116.190595,39.876665,6,20,4,3257,5215785.736,4,0.5,19186.19755878831,11
1527,59,紫竹院公园,372,4.6,116.319089,39.942349,7,0,4,733,467212.1062,4,2.0,201,天安门广场,16368,4.8,116.397755,39.903179,4,0,1,14196,250003.1338,1,1.5,8008.930922022096,138
1528,83,南锣鼓巷,9462,4.6,116.402394,39.937182,4,0,4,191,835977.9168,1,3.0,185,正阳门,2300,4.6,116.398021,39.900505,4,0,1,541,0.0,1,1.5,4089.4858214055052,919
1529,16,古北水镇,902,4.6,117.277314,40.654264,10,140,1,10869,2472837.263,1,12.0,107,三里屯,3524,4.6,116.455294,39.937492,2,0,4,674,2560078.012,1,3.0,105920.98692059137,51
1530,21,玉渊潭公园,1508,4.6,116.319932,39.91662,7,2,5,1522,1157711.354,4,3.0,53,雁栖湖,322,4.5,116.667865,40.391351,8,42,5,2602,6916123.214,4,4.0,60476.75799535157,20
1531,73,国家大剧院,1544,4.6,116.389814,39.904909,15,30,1,1789,139993.7883,1,2.0,209,中央广播电视塔,737,4.4,116.307016,39.918852,7,80,4,1773,109278.5153,1,2.0,7246.814675561331,80
1532,25,世界公园,376,4.4,116.287749,39.810591,6,77,6,4177,416149.3649,4,3.0,132,烟袋斜街,3421,4.4,116.394748,39.939329,15,0,4,662,18111.23657,1,2.0,16973.817827997766,65
1533,7,北海公园,6887,4.8,116.391746,39.928614,15,10,1,40,697623.4271,4,2.0,49,人民大会堂,3207,4.6,116.393823,39.905024,15,0,1,615,144657.2062,1,1.5,2625.2819940903287,1254
1534,161,十三陵-昭陵,279,4.5,116.217826,40.291272,1,35,1,44,68398.48623,1,1.0,204,宋庆龄故居,654,4.7,116.383068,39.945538,15,20,1,689,21880.23116,1,1.5,40891.97755598906,22
1535,59,紫竹院公园,372,4.6,116.319089,39.942349,7,0,4,733,467212.1062,4,2.0,202,中国国家博物馆,1190,4.8,116.401304,39.905374,4,0,2,4278,123008.8977,1,3.5,8139.643358256045,14
1536,73,国家大剧院,1544,4.6,116.389814,39.904909,15,30,1,1789,139993.7883,1,2.0,89,杨梅竹斜街,341,4.6,116.39361,39.895977,15,73,4,56,0.0,1,0.75,1043.5220577631235,37
1537,5,景山公园,9163,4.7,116.396551,39.925875,15,0,1,3814,257164.9228,4,1.25,52,司马台长城旅游区,663,4.6,117.287475,40.658241,10,170,1,1043,835259.522,4,4.0,111138.23172718448,116
1538,5,景山公园,9163,4.7,116.396551,39.925875,15,0,1,3814,257164.9228,4,1.25,159,西黄寺博物馆,114,4.4,116.390183,39.963182,2,0,1,84,0.0,1,0.5,4177.927206610689,27
1539,12,清华大学,5968,4.6,116.326793,40.003017,7,0,1,1157,2787516.674,1,2.5,129,纪晓岚故居,167,4.3,116.387191,39.890058,15,40,1,255,979.6936927,1,1.5,13562.831260718609,51
1540,1,八达岭长城,5677,4.7,116.016802,40.356188,16,40,1,33983,2424391.838,5,7.5,15,北京大学,6718,4.6,116.310905,39.992806,7,0,1,1452,1950017.619,1,1.5,47492.95795441428,2188
1541,51,中国国家图书馆,678,4.7,116.323321,39.94394,7,0,2,485,126734.6677,1,1.5,244,总神道,303,4.4,116.223201,40.254311,1,30,1,133,302229.8482,5,2.0,35504.21932140594,21
1542,19,奥林匹克森林公园,987,4.8,116.391365,40.016194,2,0,4,100,6697819.748,1,3.5,80,北京市劳动人民文化宫,390,4.6,116.400005,39.9107,4,2,2,419,143113.5078,2,2.0,11736.65146150188,26
1543,35,黄花城水长城,335,4.7,116.303862,40.413026,8,60,1,2299,1528297.336,4,3.0,37,玉渡山风景区,148,4.6,115.899049,40.531641,16,60,5,1240,30112108.5,1,3.0,36769.23585263841,15
1544,69,中国电影博物馆,188,4.4,116.520445,39.996385,2,128,2,207,57851.24158,1,1.5,185,正阳门,2300,4.6,116.398021,39.900505,4,0,1,541,0.0,1,1.5,14926.18734773385,36
1545,237,琉璃厂（文化街）,549,4.6,116.38457,39.895313,15,0,4,5,102580.1232,1,1.0,242,长陵,670,4.5,116.24843,40.303961,1,45,1,342,2393231.035,5,1.5,46836.269505785334,16
1546,25,世界公园,376,4.4,116.287749,39.810591,6,77,6,4177,416149.3649,4,3.0,245,十渡风景名胜区,404,4.5,115.610697,39.64063,5,0,5,670,50901.34807,4,3.5,61036.97901583274,15
1547,15,北京大学,6718,4.6,116.310905,39.992806,7,0,1,1452,1950017.619,1,1.5,63,王府井,7795,4.4,116.412422,39.908966,4,0,4,1838,1951869.662,1,3.0,12724.645862849276,2863
1548,73,国家大剧院,1544,4.6,116.389814,39.904909,15,30,1,1789,139993.7883,1,2.0,170,梅兰芳大剧院(平安里西大街),40,4.6,116.357066,39.931825,15,0,4,148,1358.777248,1,2.0,4095.1722038761663,11
1549,22,五道营胡同,1374,4.6,116.408701,39.948536,4,0,4,337,0.0,1,1.5,234,北京市规划展览馆,55,4.0,116.401388,39.899814,4,0,2,77,7832.722937,1,1.5,5445.76258525285,11
1550,97,戒台寺景区,242,4.7,116.086534,39.87053,9,45,1,540,79914.28354,4,2.5,243,定陵,1175,4.4,116.225759,40.294843,1,60,1,945,210371.1033,5,1.0,48587.48685564929,15
